tweet,true_label,model_label,model_prob
"@AlexShawESPN @robwishart @GNev2 Does he order 11 at once and drink each one at just over 5 minutes, OR do we have to take into account going to the bar? Either way it’s a disgrace and not what we should be promoting to the kids.",1,0,0.9993594
i’m now reading 4 books at once what could go wrong 🧡,1,0,0.99941206
"@ZionWarrior6 I think lunch was ready at the care home, then it was time for nap and then Countdown.",1,0,0.9954399
@Schlippertysch1 @anon_opin Very good. Just need to work on your spelling now 👍,1,1,0.9487812
"July 1st. Half way point of the year. Well I think we can all agree that 2020 has gone swimmingly so far. 
Can’t wait for part 2. 
#murderhornets",1,0,0.9978828
"Got locked out of Twitter for saying it’s embarrassing to be an arsenal fan. That’s not okay, but people can be abusive and racist and nothing?!? Okay! 🤣🙄",1,0,0.9963574
"I just absolutely LOVE how I've got to work outside for the next 3 days in the heatwave.

#sweatingmyballsoff",1,1,0.99069124
@ThePartridgePod Defrost the freezer with the cast of Hollyoaks. Any of them that wanted an extra fun trip could pop to the recycling centre with some empty pesto jars. Magic.,1,1,0.9956808
"So, very delayed flight from Bristol to Edinburgh @easyJet, trademark vagueness from staff, with a chronic lack of empathy to boot (despite me travelling with three young children)... now, time to feed our family with £3 vouchers (at airport prices!) #bollocks",1,0,0.99922764
we need to normalise having absolutely fried bleach damaged hair. people should talk about this,1,0,0.9994252
"Wizkid is the king, ok lol",1,1,0.92529815
"Ah yes, it really is wood-burning stoves in sub-Saharan Africa thats driving the climate crisis 🧠 https://t.co/lShlgWYGOX",1,1,0.99513286
"Started watching house of cards, 4 episodes in. Already I can see it was a good choice😄",1,0,0.9993216
Social Care for the young is basically a bath board and bed rest and your done.,1,0,0.9949816
@PONOS_EN Very nice. We're now briefly up to date. Hopefully doesn't take you so long to do the English release of the new pixie after we get 9.10.,1,0,0.9979995
JUSTICE HAS BEEN DONE.,1,1,0.8273197
What a Race ! #sarcastic #WTF1 https://t.co/zRtL5alnoT,1,0,0.9405915
help! i'm being haunted by dead people! (my dissertations),1,1,0.98332995
my neighbors taunting me outside my office window by chilling in their hot tub every remotely warm day whilst I sit here on back-to-back zooms all day every day. the audacity is astonishing.,1,0,0.99912924
I've been doing physics for 40 minutes I think I deserve a break 😂😂😂😭 I'm never going to get it all done at this rate,1,0,0.9992244
Billy Gunn sorta relevant for the first time in years...,1,0,0.99725693
wish i could understand string theory without knowing math..... alas i guess i am too hot for conceptual physics,1,0,0.9993649
"So we actually have to do hot girl summer without 1989 Taylor’s version., I’m sick",1,0,0.9991062
"🌶 Spiced Coconut curry 🥥

.
A weekend spent with friends brings a week of content... or something like that 😜

.
Started the weekend off with this yummy morsel, With was a fusion of miso sesame aubergine 🍆, broccoli… https://t.co/zyWiA0EX4u",1,0,0.9993352
considering crowd surfing the next time the hallways are too packed,1,1,0.9856318
Avoid mass gatherings.. does this mean that I can stay home tomorrow as I work at a school? No I thought not. #schoolclosure,1,0,0.99628794
You know the wolves match is boring when you're talking with your mate about the best way to wire up his new shed!,1,0,0.99888164
What a wonderful time to have your AC go out https://t.co/jqjqG1dGOa,1,1,0.9946976
@WalesOnline Riveting news.,1,0,0.9971517
"My (extended) fam was discussing going on a trip instead of getting presents for Christmas, like okay I’m bout it...
Yeah they were talking about doing to the dells. I’ll take my god damn presents thank you very much",1,0,0.99940634
okay but like the say so song ain’t that bad. I’m unironically jam to it lmao,1,0,0.99922895
"if you see me crying in the self-service car wash in my rosati’s uniform, no you didn’t ❤️",1,0,0.9962627
Tinnitus is my favourite thing ever I love it. So loud so atmospheric https://t.co/mNJw5GvPzy,1,0,0.99852437
thanks @SovietWomble for ratting my location out on stream and then embarrassing me 😂 it made my day though https://t.co/3b7Cjql2GO,1,0,0.9992957
love living in a capitalist society where i look forward to getting a surgery where i’m legit GETTING AN INTERNAL BODY PART REMOVED bc it means i’ll get a few days off from work xoxo,1,1,0.9933704
i love ingesting poison and then wondering why my tummy is rumbling the next morning,1,0,0.9908506
Beautician and the Beast (1997). Best Timothy Dalton film of all time.,1,0,0.9993888
"@FeeyaCruz Ahahahaha the Feeya I know and love, miss u 😢",1,0,0.9907968
absolutely love waking up to the fire alarm at 7 am 😍,1,1,0.98777884
fully vaxxed feeling very girlboss,1,1,0.99640524
I feel like with the pandemic and all we should now be allowed to publicly shame babies for just like coughing into the open air you know what I mean,1,0,0.9993888
"Let me guess, it has to be Charlotte Tilbury makeup. And if by chance you do take it off, use Charlotte Tilbury skincare https://t.co/0c2IfIpy8l",1,0,0.99941075
The typhoon flew over me today absolutely fuming they forgot to bomb me,1,1,0.89710367
love getting assignments at 6:25pm on a Friday!!,1,1,0.994808
Raging debate on the importance of an Orlando Magic Summer League Championship. Definitely a notch below 6 if decided by coin flip. https://t.co/LG0VRwkrKO,1,0,0.9994295
@rits_meg @freedomsenpai hot loli,1,1,0.9919037
Between Mikey cooking and Didi cooking for me I relaxing 😎  cooking?? I don’t know her,1,0,0.86162424
Ah gotta love that Friday morning burnt out feeling 🌄,1,1,0.9927955
@PFTompkins Her family should definitely not seek mental health guidance.  😬,1,0,0.999428
"How I flirt with boys 

Boy: “Hey I saw you from across the room and had to come over”

Me: “Wow you’re super observant. Do you have 20/20 vision?”",1,0,0.999393
Been trying to get my boyfriends attention. Let’s see how long it takes for him to see this tweet tho.,1,0,0.99870753
My work email isn’t working so I can just log off for the day right? 🙄,1,1,0.67014414
watching olympic womens beach volleyball for the plot,1,1,0.645474
there’s no better way to wake up than having one dog jump directly on your stomach and knock the wind out of you while the other drop a dead rodent on the end of the bed. 😑,1,0,0.9993843
"cold ears? take out one AirPod, leave it by the stove, and forget about it for 20 minutes 🤗",1,0,0.9965264
Do the #Hokies really have to play 5 against 6 tonight? Come on stripes,1,0,0.99826473
Fool me once shame on you. Fool me twice shame on me. Fool me multiple times I must have become a brexiter. #Brexit,1,1,0.9950294
"Lucky for 2nd placed Brentford that there's no stand out team like Leeds this year, or they might have no chance of winning the league. #ncfc",1,0,0.6724902
how do I get my boyfriend in a maid costume?,1,0,0.99940586
@DonaldJTrumpJr If only he had a press Corp in the house...oh wait! Shut up Jr! Time to get fitted for those lovely orange jumpsuits! If you can't be orange anymore at least you can wear it!!!,1,1,0.99539965
Wtf is a Justin Herbert,1,1,0.84133923
"""He's not welcome in a tolerant place like London"" @emmadentcoad  on the Presidential visit on @BBCRadio4 The irony in that comment... #r4bh",1,0,0.99820685
"I love it when drunk, inconsiderate flatmates come back and start climbing on the roof #istillhaveexams #tryingtosleep",1,1,0.99444395
thinking about quitting the path im on to become a college advisor so i can be wrong and do nothing for the rest of my life,1,0,0.99937147
2 busy working 2 care,1,1,0.9941578
Update: they’ve finally closed the campus which means I wasted my day going in and waiting on lectures 🙃 https://t.co/kBTOqNpX3Z,1,0,0.9993374
STOP TREATING MARS LIKE A BACK-UP BOYFRIEND JUST FIX YOUR CURRENT RELATIONSHIP WITH EARTH BECAUSE YOU CAN'T LIVE HERE.,1,0,0.7036074
I just don’t think it’s too much to have a perfect life with absolutely no problems 🤷🏻‍♀️,1,0,0.998889
The control button just fell off my laptop. How symbolic for my life.,1,1,0.9773865
"make it illegal to say/write ""Dems in disarray"" on account of it being stupid as fuck",1,0,0.99919826
a level tudor history can do one,1,1,0.9957924
Can't wait until I live to be 110 years old and I have people asking me how I've lived for such a long time so that I can make up some hyper-specific secret to longevity that people will inevitably follow,1,1,0.9952093
ugh I have to send an email??? how about I just quit!!!!!,1,0,0.92067534
"Day 3. Luggage arrived, thanks @AirFranceFR. Non random Hungarian underwear. Talk delivered. Science sated. #metaxa http://t.co/6KPjLezQOF",1,1,0.98883945
went to check out the bios of the (exclusively) hipster dudes that work in a rival boutique goods store and found out they all traveled internationally during the pandemic 🙃🙃🙃,1,0,0.99942744
So in other news I just held the door open for Bam Adebayo &amp; then I fell down the stairs &amp; I think I broke my finger.. ya I'm THAT smooth,1,0,0.9971795
I can't believe today is the last day we can be gay.,1,0,0.9989728
did you actually fly on a plane if you didn’t post a picture of the view from your window?,1,0,0.99926347
"Seeing as Kanye West has a range of clothing with Gap, how about me and you do a collab @FandFclothing",1,0,0.9992587
i love jumping on zoom meetings where everyone is talking about their kids &amp; i'm stuffing my face with taco bell,1,1,0.97350425
it’s always the girls I don’t even know that wanna talk about me 24/7 :) I love my fans :),1,0,0.99349976
@igreen95 thx for the play by play,1,0,0.9986732
who thinks me and sam should start a band called 'teeth at midnight' 🦷🌙,1,0,0.999215
omg there’s a sheet of ice in front of my school. should I slip and fall?,1,0,0.9990669
I wish that grilled cheese helped you get that summer bod,1,0,0.9994229
I called out an insta post for fat shaming and am now being told that making fun of someone having no neck is “not making fun of someone’s appearance” !!! The more you know guys!,1,0,0.99936754
@andy_mansell72 @VicOtley @garry_whu @NiaAnts @davidschneider Finally someone is speaking up for the billionaires.,1,1,0.9668751
"@mjborshell @garygilligan Hasn't he opened a few new hospitals? Oh sorry, maybe it was a new first aid box.",1,1,0.9890792
yeah your girl is fine but does she pass out while giving blood,1,0,0.9967224
"I recovered a repressed memory today of working at @kumandgo in high school 13 years ago &amp; having to answer the phone as “we go all out at Kum &amp; Go, this is Shelby. How can I help you?” And the prank calls that led to. Pretty sure K&amp;G owe me therapy.",1,0,0.9993894
Accidentally made a friend in ASL today. I hate when that happens.,1,0,0.9993364
"@BoardroomBoy Few links for you. To summarise, wearing face masks seems to be more effective than not. Who'da thunk...",1,0,0.9986582
Kind of rude of my stomach to still make whale noises after I’ve given it a whole protein bar,1,0,0.99908364
Because of #Trump I now don't have to worry about other countries making fun of me for being fat! 🍩🍫🍰🍕 #Thankstotrump #America,1,1,0.9861458
Overthinking everything in life really takes a toll on you,1,0,0.9434346
Man I just love it when I'm forced to pitch two games back to back bc our other pitcher didn't show up,1,1,0.995145
I’ve seen a lot of people on local Facebook groups asking AirBnB owners if they have any availability recently. If only there was a website you could use to find out if an AirBnB was available 🤔,1,0,0.9993672
@SuspendThePres But what were the ratings??  (Replied to his Tweet with the same thing.),1,0,0.95685184
dont you love it when youre just chilling in your room and then theres a spider and you kill it but when you kill it you spill soda all over your keyboard yeah me too,1,0,0.99762243
@MollyJongFast I think it should be allowed for customer service workers to squirt water into their face like how they do sometimes to train pets,1,0,0.90072155
Taxes  are just the best and I cannot wait to pay more 😇🥰🥺,1,1,0.9936504
"Goodness my parents are actually watching something on Apple TV+, brilliant, yet another streaming service! 😪",1,1,0.9948053
alright I’m ready for some march madness🏀🔥,1,0,0.97903126
I still can’t believe England won the World Cup,1,0,0.9988403
dont u just love when u get ready for a cancelled date two hours early . . . yeah i wasnt excited or anything,1,0,0.99613357
wouldn’t it be cool if i could spontaneously combust,1,1,0.8555958
Efy is great,1,0,0.99879813
@sonofsama1 @Santandave1 you’re trash,1,0,0.99621034
cold queso is so much better than warm queso https://t.co/5TaMe4aSO6,1,1,0.9633769
Wow it's almost as if it's their literal job to have a lot of knowledge about a wide array of subjects.. Funny that https://t.co/NGi02vXxnK,1,0,0.8891024
It’s really very selfish of Silverstone to be saying the 2022 Grand Prix is 1/7-3/7 cause my holiday year starts on 1/7 and I would have to use a day of this years holiday allowance to go. I should have been consulted really 😵‍💫😵‍💫😵‍💫,1,0,0.9993124
"""are you experiencing suicidal or homicidal ideation?""
""only while trying to talk to a human when I call @Walgreens pharmacy""",1,0,0.99893504
Just getting some WD40 on my letter box to help the poor postman with his delivery today #valentinesday2021 #WD40,1,1,0.98600775
"I’m sorry, but if you message me on Instagram wanting me to help you sell your fit tea and wraps, I’m leaving you on read. 🙃",1,0,0.99715936
wow i love only ever buying gray and striped shirts,1,1,0.99462295
no more instagram. we must all return to scrapbooks.,1,0,0.9967926
"Thank you twitter for deciding to completely reset your list of the ""suggested topics to follow"" I've clicked to ignore (all of them), so now I'm back to seeing hundreds of them, every time. Really appreciate you doing that.",1,0,0.9931966
Thank god I just accidentally snapped a rando guy from high school ‘yas queen’ with acne cream all over my face,1,0,0.9953844
"I hurt my foot like 3 days ago,  I have no idea how, but it hurts to put pressure on it. Love that for me",1,0,0.99923897
"me: trying to sleep slightly earlier than usual bc I feel like shit 
my friend, texting the group chat 13 separate times at nearly 4am: hello I don’t think so! how abt I tell u abt how bad things are going instead :)",1,0,0.9994191
Thank you to my apartment complex for consistently cutting the grass at 8 am every Thursday for ~5 hours. It’s definitely not super obnoxious or bothersome ☺️☺️,1,0,0.9674425
"5:30 banshee-like kitten zoomies are definitely my all-time favorite alarm clock, and the sound of jewelry boxes flipping over and burnouts on the wood floor make for the calmest, most enjoyable start to any workday.",1,1,0.9953863
"Sometimes I feel like all this effort is just like sticking diamond encrusted alloys on a knackered Corsa. I mean, shit is what it is at the end of the day.",1,0,0.99930394
a single man directed by tom ford simultaneously resurrected me from death only to brutally murder me once more.,1,0,0.954707
"Hey Siri, how do I stop simping?",1,0,0.9991825
we love mixed signals🙄,1,0,0.8428408
Hey does anyone know of any organizations that have massive stockpiles of money that could be super useful to the world during a public crisis?????,1,0,0.9632505
Wow Bdubs can bench press 150 kilometers,1,1,0.9954946
"Nothing screams “I’m a glamorous cosmopolitan woman” like following your dog down the street in the midst of winter, saying “go potty! Go POTTY!” over and over again.",1,0,0.9910977
"Heard a rumor that Baja Blast is coming to stores and regardless if anything else I hope for in life falls through, at least I'll have this.",1,0,0.99939525
@KhoaVuUmn Reviewer 2: this is a very weak paper that fails proof of concept. Stating a cat bed is also a wizard's hat is totally wrong and your data cannot support this,1,0,0.9993618
A wrong impression is once again my specialty,1,1,0.99476516
if trees would simply stop producing flammable leaves climate change would not be an issue,1,0,0.88313407
haven’t written in months cuz there are no male teachers to impress 😣,1,0,0.9993236
hey quick question is it fall or spring???,1,0,0.99869627
when the toilet seat is warmed up for you&gt;&gt;&gt;,1,0,0.99813193
@PlayStationUK Nice,1,1,0.94764805
me and noah forgot that today is our anniversary. if that isn’t couple goals then idk what is 😌,1,0,0.99925524
I can’t wait to hear more about the life of an upper middle class East Asian American whose only personality trait is drinking boba tea https://t.co/SapbXLd0r2,1,0,0.9994124
Hey what's the weather like today? Am I going to need an umbrella?,1,0,0.6752643
trying to figure out how to use notion for my anime list. I think i’m dying,1,0,0.9991856
Do you think anyone on Bachelor in Paradise has seen Oscar winner Parasite?,1,0,0.9992111
"""your pronouns are what's in your pants"" ok. juicy/dumper",1,1,0.97991085
"It’s so amazing how people forget you exist until they want something from you :,)",1,1,0.99450374
"2 things I love:
1. Being woken up by construction work an hour before my alarm.
2. Sarcasm.",1,1,0.9641614
How bout you dont use a gazillion filters on your pictures,1,0,0.99932194
"finished the queen's gambit, i loved a look into the 1960s in the american south with no racism just vibes",1,0,0.9994299
Wow it’s almost like we don’t nap every single day at the exact same time wow how dare I try to do the thing we do every single day!,1,1,0.9953571
@brruhia Nah bruh you just drinking it upside down 😂,1,1,0.90141803
@raerenyse Easily one of the worst and most damaging takes for both trans AND cis women I have seen thus far. Congrats on reaching new levels of awful lmao,1,1,0.7817448
@PoliticalOrgy I thing you might be on to somethink!🙄,1,0,0.94736934
"Here comes the final of the UK #DailyBriefing - who will win, Johnson or Covid?",1,1,0.90810144
"""You're not a normal white girl"" lol ok",1,1,0.9829622
Great time for sim and I to have our weekly life update.... 🌛🌜🐨 (closest thing to an owl) 💤💤💤💤💤😴,1,0,0.99490863
I love when you go to shop for plus size clothing and it's always just shoved under women's and it doesn't have any subcategories so u just have to wade thru everything like a pig being thrown slop,1,1,0.8834235
"@richardosman @GMB @susannareid100 @piersmorgan You've a book out? I hadn't realised.

Yes, you've already read this 8763 times this week, but hey.",1,0,0.99937636
Hahahah @LibertyU is shutting down the entire campus for quarantine!! Couldn’t happen to a nicer group of Covid deniers! #CovidIsNotOver #karmaisabitch #Covid_19,1,1,0.9953839
Brother's off on a night out and I've gone to bed cos I feel exhausted and sick.... excellent 👍🏻,1,1,0.99530363
“The App Store [is]... an economic miracle” 🙄 but Apple magic not working today at #AntiTrustHearings #Apple stifles innovation that is the lifeblood of our economy. -Lucy McBath speaking some truth today #HouseJudiciary https://t.co/2swhC9daBM,1,1,0.6825959
I love how they blur out Tristan’s face in this season of the kardashians LMAO like hmmmm I wonder who that mysterious man is,1,1,0.7549363
In sunny spain at the moment!!! Hows it all in england?,1,1,0.7367021
my super power is always biting into the sour cream side of the burrito no matter what,1,1,0.9616043
if you display your pop funkos in the box then you’re a tory,1,1,0.98558205
#HappyBirthdayKeanuReeves Keanu Reeves is so wholesome ☺️,1,0,0.99862766
"Don’t worry, 20 something people who follow me here, I brushed my hair for the first time in a week today. I know, impressive.",1,0,0.9929749
@kmflett And with a plentiful supply of rhubarb.,1,1,0.9945333
Hearing Kendrick Perkins refer to Alec Burks as Alecs Burk like he’s attorneys general &gt;&gt;&gt;&gt;,1,1,0.8937023
"Wait didn’t covid go away?? It’s after November third so it definitely should be gone now...wait...I’m confused...121,000 cases in a day? You’re telling me THE WHOLE WORLD didn’t fake a pandemic for the US election? No way...",1,0,0.9961669
We really need to remind people that universal healthcare means never needing to sit through another annual explanation of benefits meeting,1,0,0.94110245
wow. i left on time today and the airport connector is all the way backed up. love that,1,1,0.994586
maybe i am a cyber bully,1,1,0.9951049
"""@elliekonsker: FLORIDA YOU LITERALLY HAVE ONE JOB""",1,0,0.9685431
Andrews really trying to explain to me that football and rupauls drag race aren’t the same thing when it in fact is the same thing.,1,0,0.99875855
day 5 of people being mad about ellen sitting by gw bush is when we'll finally get to the bottom of this,1,0,0.99892634
"Cool guy in a big truck honked really long at the garbage truck because it slowed down to turn; I felt he wanted everyone to know how cool he is, so I decided to tweet about it on his behalf.",1,0,0.9990125
NOT OLIVIA RODRIGO TRAITOR IN THE BACKGROUND #LoveIsland,1,1,0.95930684
i’ve never had protected sex,1,0,0.6312548
"Duodenum, Jejunum, and Ilium would be cute names for triplets, don’t @ me",1,0,0.99926525
Only yelled at one person while biking home this evening. Improvement!,1,1,0.99179274
".@taylorswift13 is 100% going to post another photo with 5 holes in a fence 5 days before Lover is released, isn’t she?",1,0,0.999343
the fact that “breaking: school shootings preventable” was an actual headline on nbc tonight is actually laughable,1,0,0.5053623
I love when I start choking on my water in my 8 person class,1,1,0.9954987
Whoop diddy scoop poop,1,1,0.98148936
@WilliamShatner Mr Shatner whilst you were sleeping you asked me to join Facebook messenger and then after a polite conversation you then offered me gold necklaces and a singed (sic) tee-shirt - you made my Friday night sir... just awaiting your instructions so I can wire the money...,1,0,0.99874383
is it illegal to discriminate against someone on the basis that they have a joker tattoo,1,0,0.9993876
it’s been 20 hours and i want another chai latte with pumpkin cold foam i can’t afford this!,1,0,0.99927634
"It would be a real shame if people shared this around and filled it with fake info. People should definitely not do that 😉
https://t.co/Px7dYqjh3I",1,0,0.99794286
"Well done Henri, cost us the win #nffc",1,0,0.9951455
I love not being pregnant so much it’s my fave thing about myself,1,1,0.5522228
@ray_harren @tkinsonn buy really rare pokemon card,1,1,0.897898
"you like ketchup but not tomatoes???

grow up",1,0,0.9993387
Big day in the Mumford house #sports day,1,0,0.66135126
@ShareZone5 @StockpickB You are a right bundle of laughs to take to the pictures Draft!,1,1,0.9894797
"“If I could have changed anything about my childhood I would have never watched spongebob”

-no one",1,0,0.99904007
"#bbcqt It sure would be nice if Ms May decided to answer a question, rather than dance readily around it.",1,1,0.99482995
Does anyone not know Prince Harry got engaged? I don’t think there’s been enough in the news about it.,1,0,0.99929523
@sadgirlkali Make your husband agree to let you die first. FUN date topic for discussion,1,1,0.89421964
im ollie im 5'8 and i think my 5'7 boyfriend is short,1,0,0.9945115
"Tonight @ dinner I sat by &amp; chatted w/ the former chancellor of Ole Miss, a former Miss MS, &amp; the owner of the Miss America pageant

Casual.",1,0,0.99947494
wow this growth spurt is really taking longer than i thought haha,1,0,0.67939377
"Quarantine Day 256: Dear Ancient Greeks, re: the blanket-wearing—I get it. #QuarantineLife",1,1,0.64786124
my bf took my off his lock screen which obvi means he’s cheating on me,1,0,0.9937091
Gonna go cry now some no face told me to lose weight x,1,1,0.9848704
'Margaret Thatcher' is trending... has 2016 taken another one?,1,0,0.99755955
"Hear me out... The lyrics in ""coney island"" should've been ""lost again with no surprises, disappointments close your EYESES"" 

Fixed it for you @taylorswift13 😉

#evermorealbum 
@taylornation13",1,0,0.999458
"At least half of my days are still bad days and let me tell you, i've never once killed 8 people because of it. A true miracle apparently",1,0,0.9924184
Of course the moment I front the system is in utter chaos 🥴,1,1,0.9965006
"Day 38 of quarantine is an interesting time to get a new drum kit, neighbor",1,1,0.76586735
Hate this site [CHIRPBIRDICON],1,0,0.9904851
did you know there is a direct correlation with how cool someone is and how high they cuff their pants?,1,0,0.9719284
@McDonaldsUK Would love a cheeky McDonald’s breakfast before a busy day at work would set the day off on the right foot ! 💓 #FancyAMcDonalds,1,1,0.9774278
I swear this triller event is run by teenagers,1,1,0.7956114
What kind of sins have y’all been committing for God to punish us with this kinda weather...,1,0,0.72398895
I’m really looking forward to not hugging my friends and family through choice rather than by law.,1,1,0.9873778
Men will literally fake an injury on the football field instead of going to therapy,1,0,0.99880636
I don't think Republicans have any self awareness or any idea of how the world works... Nice try though.,1,1,0.97491926
There is not enough people here #ivoryrooms,1,0,0.99859697
I love online shopping because if I am physically in a store and an employee even looks at me I will immediately leave.,1,1,0.5681124
WHO LET THE LAUNDRY PILE UP 5 BASKETS. Goodness.,1,0,0.9985436
Boehner not clapping for gender pay equality. COOL.,1,1,0.99526715
"Drop in Center to let people get the 1st or 2nd Vaccine open today . I went thinking I was able to get my 2nd one .
Wait in the que 30 mins .sits down arm ready to get ! 
Sorry your 12hrs to early !!! 
We cannot vacinate you till 56 days !!! @NicolaSturgeon #Seriously",1,0,0.9994605
"""I'm concerned about the environmental impact of my contact lenses,"" says the occasional daily wearer, throwing their Starbucks cup in the test room bin.",1,0,0.8689898
Shout out James Boswell  #unibowl,1,1,0.6760684
@ThomasCabaret84 @MicrobiomDigest @raoult_didier Surely you’re not suggesting that their own thorough investigation of their own suspected &lt;fraud&gt; (which found no evidence for said &lt;fraud&gt;) was carried out with anything but the very  highest levels of integrity? Seems completely legit to me…,1,0,0.99677795
@xNemoooo @McDonaldsUK @tasshx Say swear you didn’t down all bev’s at Acapulco’s straight after?? 😘,1,1,0.99563944
I got called ugly on Twitter by an uneducated teen who refuses to show his face:( I’m gonna cry myself to sleep😭 I’m in gut wrenching pain!,1,0,0.9994326
"@benshapiro it’s true, every time my little cousins put on their masks they choke to death and have to be revived. it’s very stressful for us.",1,0,0.9994597
Just dislocated my fucking knee again while out on a walk 🙃🙃🙃 FAB,1,0,0.99922085
Headaches that last all day nonstop🥰😍,1,0,0.99484926
"Pissed off at @TMobile_USA and just want out of my contract, but I'm sure that would just be way too easy, ugh :(",1,0,0.999387
Football is turning into an anatomy lesson. COOL,1,1,0.99560624
"@BIGRXD12 ah yes, people with eating disorders, famous for easily being able to not worry about their weight",1,1,0.995886
"As if I didn't know this anyway!
I'm an Owl according to the #BBCBodyClock quiz – what are you? https://t.co/vM07K82CTg",1,0,0.9991854
i would kill a man for a forehead kiss rn,1,0,0.9991265
